Post_id,Labels,Dominant Topic,Topic 1,Topic 2,Topic C,,,,,
CtkLKiVRJxM,"['glass', 'short', 'sunglass', 'microphone', 'goggles', 'player', 'gesture', 'musician', 'jersey', 'fun']",Topic B,0.36584216,0.41276214,0.22139567,,,,,
CtjxEFRO5nh,"['face', 'lip', 'chin', 'hairstyle', 'eyebrow', 'eyelash', 'flash', 'photography', 'publication', 'poster', 'black', 'hair']",Topic C,0.2917223,0.026628803,0.6816489,,,,,
Cthyz64LVVo,"['building', 'interior', 'design', 'chair', 'houseplant', 'couch', 'house', 'tint', 'shade', 'curtain', 'event', 'wood']",Topic B,0.026695808,0.9417009,0.03160333,,,,,
CteglY5ocMP,"['forehead', 'hair', 'nose', 'face', 'skin', 'head', 'lip', 'chin', 'eyebrow', 'eye']",Topic A,0.9300054,0.030430602,0.039563965,,,,,
Ctck-T4Mg6L,"['chin', 'facial', 'expression', 'art', 'happy', 'font', 'poster', 'illustration', 'people', 'nature', 'graphic', 'eyelash']",Topic C,0.084937125,0.3103601,0.60470283,,,,,
Ctb_NbjN8u2,"['sky', 'atmosphere', 'sport', 'equipment', 'football', 'world', 'player', 'grass', 'ball', 'championship', 'soccer', 'ball']",Topic C,0.026628999,0.027158324,0.94621265,,,,,
CtZrlOyJALB,"['forehead', 'shirt', 'photograph', 'product', 'human', 'sleeve', 'vision', 'care', 'tie', 'collar', 'community']",Topic A,0.93628263,0.031069694,0.03264765,,,,,
CtZW_AFOBLI,"['font', 'line', 'magenta', 'poster', 'electric', 'blue', 'event', 'happy', 'graphic', 'design']",Topic C,0.031737566,0.038776267,0.92948616,,,,,
CtXGzZWumff,"['sleeve', 'gesture', 'finger', 'thumb', 'font', 'wrist', 'nail', 'sportswear', 'electric', 'blue']",Topic B,0.03140885,0.6590238,0.3095673,,,,,
CtUh_q5Njk9,"['forehead', 'beard', 'sleeve', 'facial', 'hair', 'happy', 'event', 'flash', 'photography', 'moustache', 'font', 'formal', 'wear']",Topic C,0.02817967,0.027728958,0.9440913,,,,,
CtR2VzIthcI,"['forehead', 'chin', 'hairstyle', 'eyebrow', 'facial', 'expression', 'organ', 'black', 'eyelash', 'flash', 'photography', 'fashion']",Topic A,0.72456044,0.027088637,0.24835089,,,,,
CtPtBNIojlA,"['sky', 'billboard', 'plant', 'rectangle', 'font', 'signage', 'advertising', 'sign', 'banner', 'grass']",Topic C,0.030704098,0.032452337,0.9368436,,,,,
CtMYK5mg0ys,"['flash', 'photography', 'poster', 'beard', 'movie', 'font', 'cg', 'artwork', 'publication', 'darkness', 'fictional', 'character', 'book', 'cover']",Topic C,0.35851416,0.023094209,0.61839163,,,,,
CtK8brRtY6W,"['entertainment', 'performing', 'art', 'stage', 'suit', 'event', 'music', 'performance', 'art', 'fashion', 'design', 'darkness', 'formal', 'wear']",Topic B,0.023588529,0.8715767,0.104834765,,,,,
CtKQh49O84M,"['chin', 'outerwear', 'dress', 'shirt', 'neck', 'fashion', 'sleeve', 'gesture', 'collar', 'layered', 'hair', 'blazer']",Topic C,0.13327396,0.028478187,0.8382479,,,,,
CtKCeFjNWq-,"['sky', 'flash', 'photography', 'gesture', 'happy', 'cool', 'blazer', 'formal', 'wear', 'black', 'hair', 'strapless', 'dress', 'suit']",Topic C,0.024329033,0.028992645,0.9466783,,,,,
CtE-W97KzqO,"['flash', 'photography', 'happy', 'adaptation', 'font', 'movie', 'photo', 'caption', 'advertising', 'travel', 'conversation', 'sitting']",Topic A,0.8452538,0.11702683,0.037719395,,,,,
CtCStpbL63F,"['smile', 'skin', 'outerwear', 'hairstyle', 'facial', 'expression', 'black', 'human', 'fashion', 'gesture', 'flash', 'photography']",Topic A,0.9422489,0.02891279,0.028838284,,,,,
Cs_nB6zupFE,"['forehead', 'nose', 'cheek', 'lip', 'chin', 'eyebrow', 'eyelash', 'mouth', 'neck', 'jaw']",Topic C,0.03356727,0.030403187,0.93602955,,,,,
Cs9rcInuvhE,"['forehead', 'polo', 'shirt', 'beard', 'wrinkle', 'collar', 'moustache', 'facial', 'hair', 'official']",Topic C,0.040183097,0.030642875,0.929174,,,,,
Cs9JHZ6OUAT,"['forehead', 'eyebrow', 'facial', 'expression', 'eyelash', 'jaw', 'neck', 'gesture', 'happy', 'font', 'thumb']",Topic C,0.18575908,0.15526684,0.65897405,,,,,
Cs6ZF07LnHa,"['smile', 'organ', 'balloon', 'purple', 'pink', 'happy', 'leisure', 'fun', 'magenta', 'red']",Topic B,0.035525154,0.93346256,0.03101225,,,,,
Cs12MNhO-cG,"['forehead', 'jaw', 'mammal', 'happy', 'cool', 'font', 'facial', 'hair', 'photo', 'caption', 'wrinkle', 'pleased']",Topic A,0.9430213,0.027058655,0.02992004,,,,,
Cs1vYPxrQtm,"['face', 'forehead', 'smile', 'hair', 'skin', 'head', 'hairstyle', 'eyebrow', 'eye', 'facial', 'expression']",Topic A,0.9420483,0.028253432,0.029698314,,,,,
Cs1i9ZFBlOt,"['hairstyle', 'arm', 'photograph', 'mouth', 'facial', 'expression', 'muscle', 'white', 'organ', 'human', 'fashion']",Topic A,0.9407029,0.030252382,0.02904475,,,,,
CswWThtuAey,"['forehead', 'glass', 'smile', 'hairstyle', 'muscle', 'mammal', 'gesture', 'flash', 'photography', 'happy', 'people']",Topic A,0.91492987,0.05443051,0.030639611,,,,,
Cswe7r1rUxL,"['computer', 'personal', 'computer', 'product', 'output', 'device', 'laptop', 'font', 'peripheral', 'gadget', 'technology', 'engineering']",Topic B,0.41035667,0.5632218,0.026421517,,,,,
CsuD67gv_Qp,"['face', 'skin', 'head', 'chin', 'hairstyle', 'eyebrow', 'photograph', 'eye', 'makeover', 'eyelash']",Topic A,0.772247,0.030906491,0.19684647,,,,,
Cst6NHFANVh,"['nature', 'world', 'human', 'organism', 'standing', 'fun', 'adaptation', 'terrestrial', 'plant', 'electric', 'blue']",Topic A,0.49996948,0.24235696,0.2576736,,,,,
Cso3ZfiOaAM,"['smile', 'skin', 'happy', 'yellow', 'pink', 'thigh', 'short', 'leisure', 'black', 'hair', 'luggage', 'bag']",Topic B,0.16381845,0.80787206,0.028309513,,,,,
CsowfEdNWMu,"['hair', 'smile', 'hairstyle', 'facial', 'expression', 'human', 'happy', 'gesture', 'community', 'fun', 'people']",Topic A,0.93213236,0.038770463,0.029097201,,,,,
CsmyuBhR7MP,"['forehead', 'face', 'head', 'chin', 'eyebrow', 'shoulder', 'muscle', 'eyelash', 'neck', 'ear']",Topic C,0.4627899,0.030964522,0.5062456,,,,,
CsoONO5ASn_,"['product', 'human', 'font', 'magenta', 'smile', 'musical', 'instrument', 'event', 'advertising', 'photo', 'caption', 'music']",Topic A,0.78671014,0.17767714,0.03561275,,,,,
CshCHKSRo7Q,"['clothing', 'hair', 'head', 'outerwear', 'photograph', 'facial', 'expression', 'organ', 'human', 'coat', 'sharing']",Topic A,0.94171935,0.029597081,0.028683575,,,,,
Cseaya3PBI1,"['photograph', 'plant', 'line', 'tint', 'shade', 'font', 'leisure', 'snapshot', 'outdoor', 'furniture', 'shade', 'couch']",Topic B,0.026961427,0.94527763,0.027760958,,,,,
CsbrizSOFOe,"['hair', 'head', 'smile', 'hand', 'photograph', 'mouth', 'organ', 'kiss', 'gesture', 'happy']",Topic A,0.6095746,0.3580682,0.032357227,,,,,
CsZT-k7OAbo,"['property', 'sky', 'billboard', 'nature', 'rectangle', 'plant', 'font', 'advertising', 'signage', 'tree']",Topic C,0.030819511,0.28335556,0.68582493,,,,,
CsUuZwmNSMf,"['face', 'smile', 'head', 'outerwear', 'shirt', 'muscle', 'motor', 'vehicle', 'automotive', 'design', 'mode', 'transport']",Topic A,0.9441793,0.028652808,0.027167944,,,,,
CsRg_CaLmF3,"['forehead', 'face', 'skin', 'eyebrow', 'eye', 'flash', 'photography', 'jaw', 'neck', 'ear', 'eyelash']",Topic C,0.34488544,0.028710542,0.626404,,,,,
CsQ_oHfu6S-,"['poster', 'font', 'entertainment', 'event', 'action', 'film', 'movie', 'publication', 'heat', 'advertising', 'fire']",Topic C,0.028872147,0.037710726,0.93341714,,,,,
CsOfH_PuQiu,"['human', 'flash', 'photography', 'smile', 'eyelash', 'happy', 'makeover', 'eye', 'liner', 'step', 'cutting', 'electric', 'blue', 'jewellery']",Topic B,0.027741406,0.49042207,0.48183653,,,,,
CsMOGfkLyBE,"['food', 'ingredient', 'recipe', 'tableware', 'cuisine', 'dish', 'advertising', 'font', 'comfort', 'food', 'sweetness']",Topic C,0.028426407,0.02882481,0.9427488,,,,,
CsJpNGAuqDO,"['jaw', 'flash', 'photography', 'organism', 'font', 'darkness', 'art', 'collage', 'photo', 'caption', 'portrait', 'photography', 'fictional', 'character']",Topic A,0.9457129,0.025353972,0.028933091,,,,,
CsJUpvjNBpj,"['world', 'font', 'astronomical', 'object', 'electric', 'blue', 'circle', 'space', 'science', 'asphalt', 'graphic', 'logo']",Topic C,0.027644064,0.026828267,0.9455277,,,,,
CsE0PO4h5hX,"['photograph', 'communication', 'device', 'gesture', 'gadget', 'finger', 'font', 'adaptation', 'eyelash', 'multimedia', 'electronic', 'device']",Topic B,0.02726966,0.9432895,0.02944086,,,,,
CsER7dNLhzY,"['bookcase', 'shoe', 'furniture', 'shelf', 'blue', 'publication', 'shelving', 'interior', 'design', 'leisure', 'flooring']",Topic C,0.0282083,0.37164804,0.6001436,,,,,
CsELB4FuMaL,"['footwear', 'shoe', 'coat', 'smile', 'fashion', 'design', 'blazer', 'formal', 'wear', 'overcoat', 'workwear', 'event']",Topic B,0.02683499,0.94498247,0.028182559,,,,,
Cr_c56ENYtj,"['forehead', 'nose', 'cheek', 'lip', 'chin', 'eyebrow', 'eyelash', 'jaw', 'neck', 'ear']",Topic C,0.0327711,0.030385248,0.9368437,,,,,
Cr8-9-kpb8z,"['forehead', 'outerwear', 'photograph', 'human', 'font', 'adaptation', 'snapshot', 'event', 'beard', 'photo', 'caption']",Topic A,0.7414065,0.22773589,0.030857597,,,,,
Cr7XRexOntI,"['forehead', 'nose', 'cheek', 'head', 'chin', 'eyebrow', 'hairstyle', 'facial', 'expression', 'eyelash', 'human']",Topic A,0.5986175,0.028098365,0.37328413,,,,,
Cr6n6zAuOAH,"['forehead', 'chin', 'hairstyle', 'eyebrow', 'eye', 'neck', 'temple', 'lipstick', 'earring', 'fashion', 'design']",Topic C,0.033789806,0.02910333,0.93710685,,,,,
Cr4jWo9toWd,"['photograph', 'white', 'smile', 'organ', 'human', 'travel', 'people', 'eyewear', 'snapshot', 'sculpture']",Topic B,0.46496353,0.504172,0.03086445,,,,,
Cr38SRFpPLD,"['flash', 'photography', 'entertainment', 'performing', 'art', 'performance', 'art', 'event', 'fashion', 'design', 'acting', 'performance', 'fun', 'music']",Topic B,0.023533074,0.9524738,0.02399312,,,,,
Cr3v3mNuijK,"['organism', 'pink', 'underwater', 'fish', 'fin', 'water', 'fish', 'coral', 'plant', 'reef']",Topic A,0.9245511,0.04235165,0.033097237,,,,,
Cr1JQSVO4qQ,"['hair', 'smile', 'photograph', 'fashion', 'vision', 'care', 'sunglass', 'happy', 'black', 'hair', 'eyewear', 'people']",Topic A,0.9417162,0.030819679,0.027464097,,,,,
Cr01tULAf12,"['font', 'happy', 'poster', 'magenta']",Topic B,0.07026529,0.8326176,0.097117126,,,,,
CryXMcEOG8J,"['forehead', 'face', 'nose', 'chin', 'flash', 'photography', 'jaw', 'eyelash', 'black', 'hair', 'darkness', 'eyewear']",Topic C,0.31880453,0.02663851,0.65455693,,,,,
CrudRMrr9aJ,"['joint', 'shoulder', 'fashion', 'sleeve', 'flooring', 'style', 'fashion', 'design', 'gown', 'formal', 'wear', 'fashion', 'model']",Topic C,0.025039393,0.026814353,0.9481462,,,,,
CruKMy8JXxn,"['joint', 'white', 'flooring', 'fashion', 'design', 'entertainment', 'formal', 'wear', 'thigh', 'performing', 'art', 'gown', 'waist']",Topic B,0.025629355,0.67142063,0.30295002,,,,,
CruFXeJvhd2,"['sleeve', 'fashion', 'design', 'fashion', 'model', 'event', 'formal', 'wear', 'long', 'hair', 'jewellery', 'lipstick', 'necklace', 'plant']",Topic C,0.023434833,0.026082497,0.95048267,,,,,
CruAOZ_v1Go,"['hairstyle', 'shoulder', 'fur', 'clothing', 'textile', 'fashion', 'design', 'gown', 'embellishment', 'fashion', 'model', 'happy', 'flooring']",Topic C,0.028794073,0.026536195,0.9446697,,,,,
CrqfLLauSMq,"['arm', 'coat', 'sleeve', 'gesture', 'happy', 'people', 'nature', 'tree', 'grass', 'adaptation', 'leisure']",Topic B,0.029182458,0.9412817,0.029535897,,,,,
CrgH7uRu5pa,"['font', 'adaptation', 'poster', 'photo', 'caption', 'advertising', 'happy', 'event', 'brand', 'chair', 'art']",Topic B,0.27501047,0.41076717,0.31422237,,,,,
Crdcc9Bg4p2,"['world', 'cartoon', 'fictional', 'character', 'fun', 'happy', 'animated', 'cartoon', 'musical', 'instrument', 'art', 'cloud', 'toy']",Topic A,0.81328326,0.16204353,0.024673225,,,,,
CrWQLqTPHay,"['facial', 'expression', 'line', 'font', 'toddler', 'fence', 'cradle', 'metal', 'child', 'baby', 'product', 'happy']",Topic C,0.19065888,0.028038763,0.7813024,,,,,
CrTrYOTp6se,"['smile', 'hand', 'organ', 'flash', 'photography', 'gesture', 'happy', 'beard', 'eyewear', 'blazer', 'thumb']",Topic B,0.30516124,0.6613836,0.03345518,,,,,
CrRIqR0s7gJ,"['vertebrate', 'gesture', 'interaction', 'blazer', 'worker', 'event', 'crowd', 'formal', 'wear', 'job', 'conversation']",Topic B,0.030075716,0.94054866,0.029375628,,,,,
CrQ6OWisEjP,"['arm', 'tartan', 'finger', 'gesture', 'thumb', 'headgear', 'plaid', 'font', 'wrist', 'happy']",Topic B,0.03169072,0.9366768,0.03163249,,,,,
CrL8_6SNrwx,"['sky', 'plant', 'vegetation', 'billboard', 'rectangle', 'font', 'street', 'sign', 'signage', 'terrestrial', 'plant', 'natural', 'landscape']",Topic C,0.024271393,0.024536576,0.951192,,,,,
CrGhF8_r9Fg,"['wedding', 'dress', 'hairstyle', 'smile', 'shoulder', 'bride', 'facial', 'expression', 'bridal', 'clothing', 'happy', 'dress', 'gown']",Topic C,0.18803975,0.025511932,0.7864483,,,,,
CrBp0hItIYA,"['forehead', 'cheek', 'chin', 'eyebrow', 'jaw', 'gesture', 'ear', 'happy', 'smile', 'cool']",Topic C,0.038420744,0.03698902,0.92459023,,,,,
Cq_L4mdpDEO,"['automotive', 'lighting', 'automotive', 'mirror', 'motor', 'vehicle', 'vehicle', 'automotive', 'design', 'font', 'mirror', 'vehicle', 'door', 'automotive', 'exterior', 'car']",Topic A,0.95629877,0.022871552,0.020829706,,,,,
Cq8XE6ON5Eb,"['leg', 'green', 'blue', 'azure', 'human', 'short', 'sleeve', 'standing', 'mammal', 'hat']",Topic A,0.923283,0.04016319,0.03655377,,,,,
Cq50kniIL4y,"['font', 'logo', 'circle', 'graphic', 'brand', 'rectangle', 'symbol', 'oval', 'trademark', 'number']",Topic C,0.031713665,0.031233173,0.93705314,,,,,
Cq0q-gOONE5,"['face', 'forehead', 'nose', 'hair', 'cheek', 'head', 'chin', 'outerwear', 'hairstyle', 'eyebrow']",Topic A,0.6927309,0.030359065,0.27691004,,,,,
CqyNDMNtZxp,"['hair', 'forehead', 'nose', 'joint', 'skin', 'head', 'lip', 'chin', 'hairstyle', 'eyebrow']",Topic A,0.9219568,0.030440025,0.047603156,,,,,
Cqte7DqtSij,"['sky', 'billboard', 'font', 'tree', 'real', 'estate', 'facade', 'building', 'arecales', 'city', 'advertising']",Topic C,0.028603366,0.029063234,0.9423334,,,,,
CqtKU9SNx-c,"['forehead', 'head', 'outerwear', 'hairstyle', 'eyebrow', 'facial', 'expression', 'human', 'light', 'jaw', 'beard']",Topic A,0.9413248,0.02796374,0.030711493,,,,,
CqqzQ6YseTx,"['hair', 'outerwear', 'hairstyle', 'photograph', 'facial', 'expression', 'human', 'purple', 'fashion', 'happy', 'plant']",Topic A,0.8094714,0.1575016,0.033026982,,,,,
CqnfweMuTgc,"['font', 'screenshot', 'rectangle', 'software', 'multimedia', 'circle', 'multimedia', 'software', 'brand', 'logo']",Topic B,0.030593932,0.63173693,0.33766916,,,,,
CqnlRl2uhRX,"['sky', 'cloud', 'flash', 'photography', 'sleeve', 'gesture', 'fence', 'people', 'nature', 'happy', 'cool', 'leisure']",Topic B,0.027487168,0.9429527,0.02956016,,,,,
Cqlb9cEu_6Q,"['face', 'forehead', 'lip', 'chin', 'eyebrow', 'facial', 'expression', 'eyelash', 'flash', 'photography', 'neck', 'sleeve']",Topic C,0.4075248,0.026540024,0.5659352,,,,,
CqgcpMgpDjh,"['face', 'head', 'outerwear', 'photograph', 'shirt', 'coat', 'human', 'black', 'hat', 'fashion']",Topic A,0.93579954,0.031976607,0.03222386,,,,,
CqgEo1xrw11,"['face', 'hair', 'head', 'outerwear', 'hairstyle', 'eye', 'hat', 'eyelash', 'fedora', 'fashion']",Topic A,0.9233173,0.031423297,0.045259397,,,,,
Cqf2422v1gw,"['forehead', 'glass', 'vision', 'care', 'eyebrow', 'beard', 'goggles', 'sunglass', 'mouth', 'eyewear', 'jaw']",Topic A,0.9410961,0.027964618,0.030939255,,,,,
CqdgASjuAiy,"['fashion', 'sleeve', 'gesture', 'flash', 'photography', 'eyelash', 'black', 'hair', 'lipstick', 'font', 'electric', 'blue', 'fashion', 'design']",Topic C,0.024587229,0.025378505,0.95003426,,,,,
CqbWfrJN-In,"['forehead', 'nose', 'cheek', 'eyebrow', 'eye', 'neck', 'flash', 'photography', 'jaw', 'sleeve', 'black', 'hair']",Topic C,0.029069457,0.026424114,0.9445064,,,,,
CqYWZUMtzPe,"['hair', 'smile', 'joint', 'hand', 'shoulder', 'arm', 'facial', 'expression', 'muscle', 'purple', 'human', 'body']",Topic A,0.6413555,0.32872212,0.029922334,,,,,
CqWA9jxvB7F,"['wheel', 'car', 'motor', 'vehicle', 'tire', 'automotive', 'lighting', 'hood', 'automotive', 'design', 'vehicle', 'automotive', 'tire', 'automotive', 'exterior']",Topic A,0.95382214,0.02464365,0.021534206,,,,,
CqQhB9usJnw,"['hairstyle', 'jaw', 'flash', 'photography', 'smile', 'eyewear', 'fun', 'darkness', 'event', 'audio', 'equipment']",Topic A,0.922136,0.033391763,0.04447222,,,,,
CqOXqKotRHm,"['shoe', 'thigh', 'comfort', 'knee', 'fashion', 'design', 'worker', 'tie', 'eyewear', 'human', 'leg', 'font']",Topic B,0.030082112,0.9415925,0.02832538,,,,,
CqLeROtPgu-,"['glass', 'vision', 'care', 'goggles', 'sunglass', 'sky', 'neck', 'eyewear', 'sleeve', 'gesture', 'travel']",Topic A,0.744414,0.032291215,0.22329481,,,,,
CqGpRS6JrcV,"['shoe', 'leg', 'dress', 'shirt', 'sleeve', 'eyewear', 'vision', 'care', 'collar', 'wood', 'flash', 'photography', 'thigh']",Topic A,0.38511112,0.27763698,0.3372519,,,,,
CqGiaSzuVOj,"['fashion', 'gesture', 'cartoon', 'art', 'cool', 'fictional', 'character', 'sleeve', 'fun', 'formal', 'wear', 'event']",Topic B,0.33379194,0.6373476,0.028860485,,,,,
CqGAFuxu6OE,"['smile', 'coat', 'font', 'musical', 'instrument', 'advertising', 'event', 'suit', 'formal', 'wear', 'movie', 'publication']",Topic C,0.031020382,0.03155111,0.93742853,,,,,
CqD2yipJZZw,"['forehead', 'eyebrow', 'mouth', 'neck', 'jaw', 'flash', 'photography', 'sleeve', 'gesture', 'eyelash', 'cool']",Topic C,0.031739805,0.030602247,0.937658,,,,,
CqBSCdrOYu3,"['font', 'magenta', 'brand', 'electric', 'blue']",Topic C,0.056849692,0.06164231,0.88150793,,,,,
Cp_Jv3ZujJ3,"['hair', 'joint', 'head', 'lip', 'chin', 'shoulder', 'eyebrow', 'facial', 'expression', 'muscle', 'eyelash']",Topic A,0.7353753,0.028280294,0.23634444,,,,,
Cp-tKCtvDp3,"['nose', 'hand', 'eyelash', 'mouth', 'jaw', 'gesture', 'happy', 'finger', 'font', 'nail']",Topic C,0.0333344,0.48107126,0.48559436,,,,,
Cp5jjiUpOLr,"['forehead', 'hair', 'chin', 'eyebrow', 'hairstyle', 'facial', 'expression', 'human', 'sleeve', 'gesture', 'art']",Topic A,0.9360092,0.031699754,0.032291017,,,,,
Cp3n9tvNljU,"['smile', 'photograph', 'human', 'flash', 'photography', 'happy', 'gesture', 'travel', 'leisure', 'fun', 'formal', 'wear']",Topic B,0.031808663,0.94063354,0.027557787,,,,,
Cp20ceKM_hv,"['cat', 'felidae', 'carnivore', 'computer', 'keyboard', 'small', 'cat', 'fawn', 'whisker', 'font', 'output', 'device', 'office', 'equipment']",Topic A,0.84537786,0.13145712,0.023164993,,,,,
Cp1DK4ChIZR,"['sky', 'plant', 'billboard', 'rectangle', 'tree', 'font', 'street', 'sign', 'signage', 'window', 'advertising']",Topic C,0.028109513,0.02900377,0.9428867,,,,,
Cp0g1PiPM2B,"['outerwear', 'fashion', 'beard', 'cool', 'eyewear', 'font', 'blazer', 'facial', 'hair', 'beauty', 'formal', 'wear']",Topic C,0.44399652,0.031173281,0.52483016,,,,,
Cp0THOaLm-l,"['hand', 'leg', 'human', 'body', 'thigh', 'gesture', 'finger', 'poster', 'font', 'thumb', 'knee']",Topic B,0.029744871,0.9406111,0.029644007,,,,,
Cp0FYasoOsX,"['sleeve', 'musical', 'instrument', 'font', 'event', 'art', 'team', 'illustration', 'fashion', 'accessory', 'pattern']",Topic C,0.032632854,0.03651099,0.93085617,,,,,
Cpx8CeXOIMK,"['font', 'poster', 'publication', 'fictional', 'character', 'movie', 'darkness', 'cg', 'artwork', 'electric', 'blue', 'advertising', 'flash', 'photography']",Topic C,0.3461297,0.023247238,0.6306231,,,,,
CpxZ0WdsBN-,"['textile', 'headgear', 'leisure', 'entertainment', 'event', 'performing', 'art', 'fun', 'performance', 'art', 'fur', 'tradition']",Topic B,0.027280675,0.9457371,0.026982235,,,,,
CpvcbDSJwee,"['eyewear', 'fashion', 'vision', 'care', 'sunglass', 'goggles', 'beard', 'happy', 'red', 'fun', 'summer']",Topic A,0.9405001,0.030396938,0.029102959,,,,,
CpsydEiNGHW,"['font', 'brand', 'circle', 'number', 'darkness']",Topic C,0.05747969,0.057773262,0.8847471,,,,,
CpqG2K2MOjE,"['organism', 'yellow', 'font', 'happy', 'smile', 'circle', 'logo', 'graphic', 'emoticon', 'eyelash']",Topic C,0.040809903,0.20807487,0.7511152,,,,,
CpnMe1xsQQt,"['beard', 'flash', 'photography', 'jaw', 'eyelash', 'gesture', 'facial', 'hair', 'midnight', 'font', 'darkness', 'eyewear']",Topic C,0.03475577,0.028360257,0.936884,,,,,
CpnbIXTv9bO,"['hairstyle', 'azure', 'flash', 'photography', 'cool', 'body', 'jewelry', 'aqua', 'font', 'electric', 'blue', 'jewellery', 'poster']",Topic C,0.02713261,0.028503176,0.9443642,,,,,
CplK7twJUIp,"['forehead', 'nose', 'cheek', 'chin', 'eyebrow', 'eyelash', 'flash', 'photography', 'iris', 'happy', 'smile']",Topic C,0.03259275,0.030960636,0.9364466,,,,,
CpiYZ_Zvu1L,"['hair', 'face', 'smile', 'joint', 'head', 'arm', 'facial', 'expression', 'blue', 'organ', 'fashion']",Topic A,0.9372707,0.030279929,0.032449376,,,,,
CpgBWxOPM47,"['sky', 'billboard', 'font', 'rectangle', 'signage', 'advertising', 'gas', 'sign', 'banner', 'street', 'sign']",Topic C,0.028040871,0.0282961,0.943663,,,,,
CpffAuVsBkV,"['happy', 'balloon', 'grass', 'font', 'tree', 'poster', 'circle', 'event', 'logo', 'recreation']",Topic B,0.031036796,0.93096566,0.037997536,,,,,
Cpa3wotybhd,"['sky', 'plant', 'cloud', 'property', 'billboard', 'rectangle', 'font', 'grass', 'window', 'landmark']",Topic C,0.030747434,0.43871525,0.53053737,,,,,
CpYTBvfJuXm,"['sharing', 'gesture', 'social', 'group', 'font', 'line', 'happy', 'elbow', 'employment', 'conversation', 'event']",Topic B,0.03153631,0.93910044,0.029363228,,,,,
CpVnTHJtp2K,"['photograph', 'window', 'building', 'world', 'morning', 'adaptation', 'plant', 'house', 'font']",Topic C,0.16974284,0.050323498,0.77993363,,,,,
CpTQQTdtyBd,"['hair', 'skin', 'head', 'lip', 'chin', 'eyebrow', 'muscle', 'neck', 'eyelash', 'jaw']",Topic A,0.56292737,0.031066107,0.4060065,,,,,
CpTJYK1td6F,"['flash', 'photography', 'gesture', 'happy', 'event', 'romance', 'jewellery', 'smile', 'formal', 'wear', 'necklace', 'suit']",Topic B,0.02700794,0.94354284,0.029449197,,,,,
CpS01sLpiMB,"['leg', 'dress', 'happy', 'knee', 'thigh', 'tie', 'leisure', 'flooring', 'entertainment', 'high', 'heel']",Topic B,0.028268166,0.94179064,0.029941252,,,,,
CpQkmn7uO1r,"['forehead', 'nose', 'cheek', 'lip', 'chin', 'jheri', 'curl', 'eyebrow', 'eyelash', 'jaw', 'flash', 'photography']",Topic C,0.027928598,0.026174707,0.94589674,,,,,
CpQP_13JHoV,"['short', 'leg', 'window', 'eyewear', 'flash', 'photography', 'thigh', 'waist', 'fashion', 'design', 'fun', 'event']",Topic B,0.028877512,0.7591273,0.21199517,,,,,
CpN_xn-J1LX,"['window', 'building', 'house', 'moon', 'font', 'plant', 'midnight', 'landscape', 'street', 'light', 'event']",Topic C,0.032138057,0.029944446,0.93791753,,,,,
